Titre,Titre2,Nom,Nom2,Avis,Note Générale,Équilibre vie professionnelle / personnelle,Salaire/Avantages sociaux,Sécurité de l'emploi/Évolution de carrière,Management,Culture d'entreprise
Chef de projets e-commerce et Business Intelligence (BI) à l’international,Chef de projets e-commerce et Business Intelligence (BI) à l’international - Lyon (69) - Indeed.fr,POINT S DEVELOPEMNT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst / Data Visualisation Consultant (F/H),Data Analyst / Data Visualisation Consultant (F/H) - Paris (75) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
"Technical Leader – Java, Lyon (H/F)","Technical Leader – Java, Lyon (H/F) - Lyon (69) - Indeed.fr",Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant(e) décisionnel BI Junior F/H,Consultant(e) décisionnel BI Junior F/H - Paris 8e (75) - Indeed.fr,MGT-CONSEILS,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant SAS - LYON (F/H),Consultant SAS - LYON (F/H) - Lyon (69) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Consultant junior ou stagiaire Digital Entreprise Transformation en Data & Analytics et Innovation - Secteur Financier (H/F),Consultant junior ou stagiaire Digital Entreprise Transformation en Data & Analytics et Innovation - Secteur Financier (H/F) - Paris (75) - Indeed.fr,EY,EY,6,"4,0","3,5","3,6","3,8","3,7","3,9"
"Chef de Projets Business Intelligence, Lyon (H/F)","Chef de Projets Business Intelligence, Lyon (H/F) - Lyon (69) - Indeed.fr",Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
MOA Business intelligence (H/F),MOA Business intelligence (H/F) - Paris (75) - Indeed.fr,Natixis,Natixis,357,"3,9","3,9","3,8","3,4","3,6","3,7"
Customer Success Manager Junior,Customer Success Manager Junior - Paris (75) - Indeed.fr,Doctrine,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stage - Consultant Junior Business Intelligence (H/F),Stage - Consultant Junior Business Intelligence (H/F) - Paris (75) - Indeed.fr,Bilink,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Formateur National H/F,Formateur National H/F - France - Indeed.fr,TechSell,Techsell,36,"3,6","3,7","3,4","3,0","3,6","3,7"
Customer Happiness Manager – Ubisoft Store EMEA M/F,Customer Happiness Manager – Ubisoft Store EMEA M/F - Paris (75) - Indeed.fr,Ubisoft,Ubisoft,190,"4,0","4,0","3,3","3,4","3,5","4,1"
Responsable BI (F/H),Responsable BI (F/H) - Lyon (69) - Indeed.fr,Fed IT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant ERP F/H,Consultant ERP F/H - Genas (69) - Indeed.fr,S&You,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Intelligence Analyst (Paris),Business Intelligence Analyst (Paris) - Paris (75) - Indeed.fr,Stuart,Stuart,36,"3,5","3,6","3,1","2,8","3,1","3,2"
Stage Développeur Business Intelligence (H/F),Stage Développeur Business Intelligence (H/F) - 92120 Montrouge - Indeed.fr,REAL CONSULTING DATA,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ingénieur développement,Ingénieur développement - Lyon 3e (69) - Indeed.fr,KINOUGARDE,Kinougarde,580,"4,2","4,3","3,3","3,5","3,9","3,9"
Business Analyst,Business Analyst - Paris (75) - Indeed.fr,Gameloft,Gameloft,67,"3,8","3,8","3,2","3,0","3,2","3,5"
Consultant Business Development,Consultant Business Development - Paris (75) - Indeed.fr,Wordappeal,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IT Graduate program - Data Engineer (H/F),IT Graduate program - Data Engineer (H/F) - Lyon (69) - Indeed.fr,Volvo Group,Volvo,2,"4,1","4,0","4,0","3,6","3,6","3,9"
Ingénieur Commercial E-Commerce et CRM H/F,Ingénieur Commercial E-Commerce et CRM H/F - Lyon 3e (69) - Indeed.fr,Synolia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Market Revenue Manager France (H/F),Market Revenue Manager France (H/F) - Rueil-Malmaison (92) - Indeed.fr,American Express Global Business Travel,American Express Global Business Travel,214,"3,5","3,5","3,5","3,1","3,0","3,2"
Consultant Junior Qlikview H/F (Lyon),Consultant Junior Qlikview H/F (Lyon) - Lyon (69) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Consultant(e) Business Intelligence MicroStrategy (H/F),Consultant(e) Business Intelligence MicroStrategy (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Chargé de Recrutement Généraliste (H/F),Chargé de Recrutement Généraliste (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
CHEF DE PROJET INFORMATIQUE,CHEF DE PROJET INFORMATIQUE - 69740 Genas - Indeed.fr,S&you,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Avant-vente F/H,Consultant Avant-vente F/H - Lyon 9e (69) - Indeed.fr,KEYRUS,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Consultant Oracle E-Business Suite (H/F),Consultant Oracle E-Business Suite (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Ingénieur Dev0ps H/F,Ingénieur Dev0ps H/F - Lyon 3e (69) - Indeed.fr,Synolia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Customer Operations Manager,Customer Operations Manager - Courbevoie (92) - Indeed.fr,HERE Technologies,HERE Technologies,223,"3,8","4,1","3,7","3,4","3,4","3,9"
"IT - Program Manager, Process, Governance & PMO","IT - Program Manager, Process, Governance & PMO - Lyon (69) - Indeed.fr",Louis Dreyfus Company,Louis Dreyfus Company,423,"4,0","3,8","3,8","3,5","3,6","3,8"
Consultant décisionnel Lyon F/H,Consultant décisionnel Lyon F/H - Lyon 1er (69) - Indeed.fr,IORGA GROUP,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business analyst H/F,Business analyst H/F - Paris (75) - Indeed.fr,FINALCAD,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant QLIK junior HF,Consultant QLIK junior HF - Limonest (69) - Indeed.fr,DIMO software,DIMO SOFTWARE,10,"3,8","4,3","3,4","3,6","3,6","3,9"
Data Analyst / Data Visualisation Consultant (F/H),Data Analyst / Data Visualisation Consultant (F/H) - Paris (75) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Consultant(e) Microsoft SharePoint,Consultant(e) Microsoft SharePoint - Lyon (69) - Indeed.fr,Sodifrance-Netapsys,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Customer Success Manager - France,Customer Success Manager - France - Paris (75) - Indeed.fr,Glassdoor,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Microsoft BI,Consultant Microsoft BI - Paris (75) - Indeed.fr,SOFALI CONSULTING,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant SAS - LYON (F/H),Consultant SAS - LYON (F/H) - Lyon (69) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Consultant Junior Transformation & Innovation H/F (Paris),Consultant Junior Transformation & Innovation H/F (Paris) - Paris (75) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
"Chef de Projets Business Intelligence, Lyon (H/F)","Chef de Projets Business Intelligence, Lyon (H/F) - Lyon (69) - Indeed.fr",Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
"Technical Leader – Java, Lyon (H/F)","Technical Leader – Java, Lyon (H/F) - Lyon (69) - Indeed.fr",Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
STAGE BUSINESS INTELLIGENCE H/F,STAGE BUSINESS INTELLIGENCE H/F - Asnières-sur-Seine (92) - Indeed.fr,BCA Expertise,BCA Expertise,23,"3,0","3,1","2,8","3,1","2,5","2,6"
Chef de projets e-commerce et Business Intelligence (BI) à l’international,Chef de projets e-commerce et Business Intelligence (BI) à l’international - Lyon (69) - Indeed.fr,POINT S DEVELOPEMNT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stage Développeur BI H/F,Stage Développeur BI H/F - Boulogne-Billancourt (92) - Indeed.fr,Dentego,Dentego,4,"3,5","2,8","2,5","2,8","2,8","3,5"
"Développeur / Software Craftmanship – Java, Lyon (H/F)","Développeur / Software Craftmanship – Java, Lyon (H/F) - Lyon (69) - Indeed.fr",Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Sales Operations Analyst (H/F) - France,Sales Operations Analyst (H/F) - France - 75017 Paris 17e - Indeed.fr,Arkadin,Arkadin,32,"4,0","3,8","3,8","3,4","3,5","4,0"
Consultante – Consultant Analytics / BI,Consultante – Consultant Analytics / BI - Paris (75) - Indeed.fr,Tekkit.io,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Developer Analyst Stagiaire H/F,Business Developer Analyst Stagiaire H/F - Asnières-sur-Seine (92) - Indeed.fr,EXECUTIVE ACCESS,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Formateur National H/F,Formateur National H/F - France - Indeed.fr,TechSell,Techsell,36,"3,6","3,7","3,4","3,0","3,6","3,7"
Responsable BI (F/H),Responsable BI (F/H) - Lyon (69) - Indeed.fr,Fed IT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Business Performance & Strategy Analyst EMEA, Sales","Business Performance & Strategy Analyst EMEA, Sales - Paris (75) - Indeed.fr",Criteo,CRITEO,43,"4,0","3,9","3,9","3,1","2,9","4,0"
Consultant ERP F/H,Consultant ERP F/H - Genas (69) - Indeed.fr,S&You,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stage - Business Intelligence en CyberSécurité-(H/F),Stage - Business Intelligence en CyberSécurité-(H/F) - La Défense (92) - Indeed.fr,Société Générale,Société Générale,2,"3,9","3,8","3,6","3,6","3,5","3,7"
Ingénieur développement,Ingénieur développement - Lyon 3e (69) - Indeed.fr,KINOUGARDE,Kinougarde,580,"4,2","4,3","3,3","3,5","3,9","3,9"
Consultant/ chef de projet CRM,Consultant/ chef de projet CRM - Lyon (69) - Indeed.fr,Synolia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Financial Analyst Business Support & Intelligence - (F/H) - Stage,Financial Analyst Business Support & Intelligence - (F/H) - Stage - Paris (75) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
"Pre-Sales Consultant, Business Intelligence & Analytics","Pre-Sales Consultant, Business Intelligence & Analytics - Paris (75) - Indeed.fr",Tableau,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Account Manager H/F - Lyon,Account Manager H/F - Lyon - Lyon (69) - Indeed.fr,Cegedim,CEGEDIM,69,"2,9","2,8","2,7","2,6","2,4","2,6"
Consultant Microsoft BI,Consultant Microsoft BI - Paris (75) - Indeed.fr,Ucase Consulting,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Data(h/f),Consultant Data(h/f) - Lyon (69) - Indeed.fr,ippon,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant(e) Business Intelligence MicroStrategy (H/F),Consultant(e) Business Intelligence MicroStrategy (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant MDM H/F (Lyon),Consultant MDM H/F (Lyon) - Lyon (69) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Market Revenue Manager France (H/F),Market Revenue Manager France (H/F) - Rueil-Malmaison (92) - Indeed.fr,American Express Global Business Travel,American Express Global Business Travel,214,"3,5","3,5","3,5","3,1","3,0","3,2"
Consultant Data Visualisation H/F (Lyon),Consultant Data Visualisation H/F (Lyon) - Lyon (69) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Consultant Oracle E-Business Suite (H/F),Consultant Oracle E-Business Suite (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant Testing (F/H),Consultant Testing (F/H) - Lyon (69) - Indeed.fr,alteca,ALTECA,8,"2,5","3,4","2,6","2,3","2,4","2,6"
Customer Operations Manager,Customer Operations Manager - Courbevoie (92) - Indeed.fr,HERE Technologies,HERE Technologies,223,"3,8","4,1","3,7","3,4","3,4","3,9"
AECOM Graduate Opportunities 2019 - France,AECOM Graduate Opportunities 2019 - France - Lyon (69) - Indeed.fr,AECOM,AECOM,3,"3,7","3,6","3,7","3,1","3,3","3,5"
Practice Manager Equipe Data Management H/F (Lyon),Practice Manager Equipe Data Management H/F (Lyon) - Lyon (69) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Chef de Projet Infrastructure H/F - IDF,Chef de Projet Infrastructure H/F - IDF - Île-de-France - Indeed.fr,Capgemini,Capgemini,6,"3,8","3,7","3,3","3,6","3,3","3,6"
H/F Consultant DATA Gouvernance,H/F Consultant DATA Gouvernance - Lyon (69) - Indeed.fr,Opéra,Opéra,7,"4,1","3,7","3,0","3,0","2,8","3,8"
Consultant SAS (F/H),Consultant SAS (F/H) - Paris (75) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Développeur Business Objects H/F,Développeur Business Objects H/F - Lyon (69) - Indeed.fr,2s 2i Solutions & Services,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant SAS - LYON (F/H),Consultant SAS - LYON (F/H) - Lyon (69) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Market Revenue Manager France (H/F),Market Revenue Manager France (H/F) - Rueil-Malmaison (92) - Indeed.fr,American Express Global Business Travel,American Express Global Business Travel,214,"3,5","3,5","3,5","3,1","3,0","3,2"
Consultant Microsoft BI,Consultant Microsoft BI - Paris (75) - Indeed.fr,Ucase Consulting,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Chef de Projets Business Intelligence, Lyon (H/F)","Chef de Projets Business Intelligence, Lyon (H/F) - Lyon (69) - Indeed.fr",Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Chef de projets e-commerce et Business Intelligence (BI) à l’international,Chef de projets e-commerce et Business Intelligence (BI) à l’international - Lyon (69) - Indeed.fr,POINT S DEVELOPEMNT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Business Intelligence - Paris H/F,Consultant Business Intelligence - Paris H/F - Hauts-de-Seine - Indeed.fr,Capgemini,Capgemini,6,"3,8","3,7","3,3","3,6","3,3","3,6"
"Technical Leader – Java, Lyon (H/F)","Technical Leader – Java, Lyon (H/F) - Lyon (69) - Indeed.fr",Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Junior SEO Consultant,Junior SEO Consultant - Paris (75) - Indeed.fr,Artefact,Artefact,3,"5,0","5,0","4,7","4,7","5,0","4,7"
Business Consultant,Business Consultant - Paris (75) - Indeed.fr,BAE Systems Applied Intelligence,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Développeur / Software Craftmanship – Java, Lyon (H/F)","Développeur / Software Craftmanship – Java, Lyon (H/F) - Lyon (69) - Indeed.fr",Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
CHEF DE PROJET BUSINESS DEVELOPMENT & STRATEGY CONSULTANT EN BUSINESS INTELLIGENCE,CHEF DE PROJET BUSINESS DEVELOPMENT & STRATEGY CONSULTANT EN BUSINESS INTELLIGENCE - Paris (75) - Indeed.fr,Penwick,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Performance & Strategy Analyst EMEA,Business Performance & Strategy Analyst EMEA - Paris (75) - Indeed.fr,Criteo,CRITEO,43,"4,0","3,9","3,9","3,1","2,9","4,0"
Responsable BI (F/H),Responsable BI (F/H) - Lyon (69) - Indeed.fr,Fed IT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Partner Sales Consultant,Partner Sales Consultant - Paris (75) - Indeed.fr,Tableau,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant ERP F/H,Consultant ERP F/H - Genas (69) - Indeed.fr,S&You,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ECS EMEA Sales Intelligence BU Manager,ECS EMEA Sales Intelligence BU Manager - Paris (75) - Indeed.fr,"Arrow Electronics, Inc.",Arrow Electronics,825,"3,6","3,4","3,4","3,0","3,1","3,3"
Business Analyst H/F,Business Analyst H/F - Paris (75) - Indeed.fr,Estates & Wines France,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Intelligence Analyst,Business Intelligence Analyst - Paris (75) - Indeed.fr,Vestiaire Collective,vestiaire collective,2,"4,0","4,5","3,5","3,0","3,0","5,0"
Ingénieur développement,Ingénieur développement - Lyon 3e (69) - Indeed.fr,KINOUGARDE,Kinougarde,580,"4,2","4,3","3,3","3,5","3,9","3,9"
Sales Operations Intern,Sales Operations Intern - Paris (75) - Indeed.fr,DELAIR TECH,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Customer Success Manager - France,Customer Success Manager - France - Paris (75) - Indeed.fr,Glassdoor,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Formateur National H/F,Formateur National H/F - France - Indeed.fr,TechSell,Techsell,36,"3,6","3,7","3,4","3,0","3,6","3,7"
Consultant Formateur Business Objects F/H,Consultant Formateur Business Objects F/H - Lyon 7e (69) - Indeed.fr,VAL SOLUTIONS,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ingénieur poste de travail H/F - IDF,Ingénieur poste de travail H/F - IDF - Île-de-France - Indeed.fr,Capgemini,Capgemini,6,"3,8","3,7","3,3","3,6","3,3","3,6"
Consultant Oracle E-Business Suite (H/F),Consultant Oracle E-Business Suite (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant·e BI expérimenté·e,Consultant·e BI expérimenté·e - Lyon (69) - Indeed.fr,SWORD,Sword,13,"4,1","3,7","3,2","3,4","3,8","3,7"
Consultant BI confirmé – Lyon H/F,Consultant BI confirmé – Lyon H/F - Lyon (69) - Indeed.fr,Decivision,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant(e) Business Intelligence MicroStrategy (H/F),Consultant(e) Business Intelligence MicroStrategy (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant(e) Senior Bureau De Lyon,Consultant(e) Senior Bureau De Lyon - Lyon (69) - Indeed.fr,Sia Partners,Sia Partners,7,"4,0","4,2","4,2","4,0","3,0","4,2"
City Manager - Lyon,City Manager - Lyon - Lyon (69) - Indeed.fr,Wind Mobility,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Customer Operations Manager,Customer Operations Manager - Courbevoie (92) - Indeed.fr,HERE Technologies,HERE Technologies,223,"3,8","4,1","3,7","3,4","3,4","3,9"
Consultant confirmé Data visualisation H/F (Lyon),Consultant confirmé Data visualisation H/F (Lyon) - Lyon (69) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Consultant Technico-Fonctionnel Oracle E-Business Suite F/H,Consultant Technico-Fonctionnel Oracle E-Business Suite F/H - Limonest (69) - Indeed.fr,LOJELIS,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ingénieur poste de travail H/F - IDF,Ingénieur poste de travail H/F - IDF - Île-de-France - Indeed.fr,Capgemini,Capgemini,6,"3,8","3,7","3,3","3,6","3,3","3,6"
Ingénieur en développement C++ QT (H/F),Ingénieur en développement C++ QT (H/F) - Lyon (69) - Indeed.fr,IT Link,IT Link,8,"3,3","3,6","2,9","3,0","3,0","3,3"
"Account Marketing Manager, Europe","Account Marketing Manager, Europe - Lyon (69) - Indeed.fr",Veeva,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chef de projet décisionnel (H/F),Chef de projet décisionnel (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant ERP F/H,Consultant ERP F/H - Limonest (69) - Indeed.fr,LOJELIS,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ingénieur Système Linux H/F - IDF,Ingénieur Système Linux H/F - IDF - Île-de-France - Indeed.fr,Capgemini,Capgemini,6,"3,8","3,7","3,3","3,6","3,3","3,6"
Consultant SAS - LYON (F/H),Consultant SAS - LYON (F/H) - Lyon (69) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Ingénieur infrastructure devops H/F - IDF,Ingénieur infrastructure devops H/F - IDF - Île-de-France - Indeed.fr,Capgemini,Capgemini,6,"3,8","3,7","3,3","3,6","3,3","3,6"
"Technical Leader – Java, Lyon (H/F)","Technical Leader – Java, Lyon (H/F) - Lyon (69) - Indeed.fr",Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Chef de projets e-commerce et Business Intelligence (BI) à l’international,Chef de projets e-commerce et Business Intelligence (BI) à l’international - Lyon (69) - Indeed.fr,POINT S DEVELOPEMNT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CDI - Chef de projet Service Mammographie H/F,CDI - Chef de projet Service Mammographie H/F - Paris - Indeed.fr,General Electric,GE Corporate,6,"4,1","3,9","3,9","3,5","3,6","3,9"
"Développeur / Software Craftmanship – Java, Lyon (H/F)","Développeur / Software Craftmanship – Java, Lyon (H/F) - Lyon (69) - Indeed.fr",Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Chef de Projet Business Intelligence (H/F),Chef de Projet Business Intelligence (H/F) - Paris (75) - Indeed.fr,ASTEK,Astek,13,"3,8","3,8","3,5","3,2","3,2","3,0"
"Chef de Projets Business Intelligence, Lyon (H/F)","Chef de Projets Business Intelligence, Lyon (H/F) - Lyon (69) - Indeed.fr",Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Ingénieur Business Intelligence et BigData (H/F),Ingénieur Business Intelligence et BigData (H/F) - Paris (75) - Indeed.fr,OUI.sncf,OUI.sncf,7,"3,4","3,9","3,4","3,6","2,6","3,3"
SALES MANAGER BI / SAAS / PARIS (H/F),SALES MANAGER BI / SAAS / PARIS (H/F) - 75009 Paris 9e - Indeed.fr,JOBTOBEDONE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business excellence specialist,Business excellence specialist - Issy-les-Moulineaux (92) - Indeed.fr,Johnson & Johnson Family of Companies,Johnson & Johnson,4,"4,3","4,1","4,1","3,7","3,8","4,1"
Consultant SAS - LYON (F/H),Consultant SAS - LYON (F/H) - Lyon (69) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Responsable BI (F/H),Responsable BI (F/H) - Lyon (69) - Indeed.fr,Fed IT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant ERP F/H,Consultant ERP F/H - Genas (69) - Indeed.fr,S&You,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Adobe Campaign H/F (Paris),Consultant Adobe Campaign H/F (Paris) - Paris (75) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Equity Listing Analyst Intern,Equity Listing Analyst Intern - Paris (75) - Indeed.fr,L'AgenceRP,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Analyst Junior F/H,Business Analyst Junior F/H - Paris 1er (75) - Indeed.fr,LINKARE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ingénieur développement,Ingénieur développement - Lyon 3e (69) - Indeed.fr,KINOUGARDE,Kinougarde,580,"4,2","4,3","3,3","3,5","3,9","3,9"
Chef de Projet H/F (Paris),Chef de Projet H/F (Paris) - Paris (75) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Intégrateur web confirmé,Intégrateur web confirmé - 69008 Lyon 8e - Indeed.fr,DATAFIRST,Datafirst,3,"4,0","3,5","4,0","3,5","3,5","3,5"
Business Analyst,Business Analyst - Paris (75) - Indeed.fr,Doctrine,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant BI Senior H/F (Lyon),Consultant BI Senior H/F (Lyon) - Lyon (69) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Consultant Confirmé SAS,Consultant Confirmé SAS - Paris (75) - Indeed.fr,soft.computing,soft.computing,8,"3,4","3,2","3,0","3,3","2,7","3,2"
Consultant senior Conseil BI F/H,Consultant senior Conseil BI F/H - Lyon 9e (69) - Indeed.fr,KEYRUS,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Customer Operations Manager,Customer Operations Manager - Courbevoie (92) - Indeed.fr,HERE Technologies,HERE Technologies,223,"3,8","4,1","3,7","3,4","3,4","3,9"
Développeur Java,Développeur Java - Lyon (69) - Indeed.fr,iORGA Group,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chef de Projet Infrastructure H/F - IDF,Chef de Projet Infrastructure H/F - IDF - Île-de-France - Indeed.fr,Capgemini,Capgemini,6,"3,8","3,7","3,3","3,6","3,3","3,6"
Consultant Data Confirmé H/F (Lyon),Consultant Data Confirmé H/F (Lyon) - Lyon (69) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Ingénieur de production H/F - IDF,Ingénieur de production H/F - IDF - Île-de-France - Indeed.fr,Capgemini,Capgemini,6,"3,8","3,7","3,3","3,6","3,3","3,6"
Team Leader Microsoft BI & Azure H/F (Lyon),Team Leader Microsoft BI & Azure H/F (Lyon) - Lyon (69) - Indeed.fr,KEYRUS,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Consultant(e) Business Intelligence MicroStrategy (H/F),Consultant(e) Business Intelligence MicroStrategy (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
